station,lead_h,bin_lo,bin_hi,n,mean_pred,obs_wet_frac,model
Princetown,72,0.5,0.6000000000000001,83,0.5456525699225764,0.6626506024096386,phase3a_per_lead
Princetown,72,0.6000000000000001,0.7000000000000001,87,0.642188647541938,0.5517241379310345,phase3a_per_lead
Princetown,72,0.7000000000000001,0.8,57,0.7487782521230715,0.7192982456140351,phase3a_per_lead
Princetown,72,0.8,0.9,76,0.8482779708773792,0.6578947368421053,phase3a_per_lead
Princetown,72,0.9,1.0,98,0.9664578462459333,0.7857142857142857,phase3a_per_lead
Hexworthy,24,0.1,0.2,1515,0.13600942308152175,0.11419141914191419,phase3a_per_lead
Hexworthy,24,0.2,0.30000000000000004,167,0.24290849217206317,0.46706586826347307,phase3a_per_lead
Hexworthy,24,0.30000000000000004,0.4,53,0.3406462658781193,0.6981132075471698,phase3a_per_lead
Hexworthy,24,0.4,0.5,38,0.4475985906524698,0.6842105263157895,phase3a_per_lead
Hexworthy,24,0.5,0.6000000000000001,40,0.5569813926497342,0.75,phase3a_per_lead
Hexworthy,24,0.6000000000000001,0.7000000000000001,23,0.6561983947853721,0.5217391304347826,phase3a_per_lead
Hexworthy,24,0.7000000000000001,0.8,23,0.7656373659842587,0.5652173913043478,phase3a_per_lead
Hexworthy,24,0.8,0.9,44,0.8457822594712606,0.6818181818181818,phase3a_per_lead
Hexworthy,24,0.9,1.0,122,0.9772397634054779,0.8360655737704918,phase3a_per_lead
Hexworthy,48,0.0,0.1,162,0.04553166890860584,0.4382716049382716,phase3a_per_lead
Hexworthy,48,0.1,0.2,1598,0.15981001634558387,0.16020025031289112,phase3a_per_lead
Hexworthy,48,0.2,0.30000000000000004,176,0.2278157254370089,0.5681818181818182,phase3a_per_lead
Hexworthy,48,0.30000000000000004,0.4,34,0.34874076311209673,0.6470588235294118,phase3a_per_lead
Hexworthy,48,0.4,0.5,9,0.4603525911685879,0.6666666666666666,phase3a_per_lead
Hexworthy,48,0.5,0.6000000000000001,7,0.5495290584419233,1.0,phase3a_per_lead
Hexworthy,48,0.6000000000000001,0.7000000000000001,12,0.6576885451947089,1.0,phase3a_per_lead
Hexworthy,48,0.7000000000000001,0.8,14,0.746833249156731,1.0,phase3a_per_lead
