feature,mu_mean,mu_sd,mu_lo94,mu_hi94
precip_ecmwf_ifs025,0.6552942337058771,0.3055068641534857,0.04774719002488638,1.2188778390567352
precip_gem_seamless,0.5506186859483352,0.20417392608067128,0.12056190655643188,0.9265498546594442
precip_gfs_seamless,0.012714164154849446,0.17750569996149532,-0.3298144125489763,0.37540840836051415
precip_icon_seamless,0.1471525857359446,0.18030136348500758,-0.2271284832469126,0.4884563786241982
precip_meteofrance_seamless,0.02859502777824049,0.22511964853131713,-0.41669037707986206,0.45998184005289344
precip_ukmo_seamless,-0.05353451614354857,0.6128390805298223,-1.248840500971687,1.0626988256393302
hour_sin,0.0229216776478894,0.13795666533012335,-0.2356136684155876,0.2948550286247254
hour_cos,-0.11962944777835284,0.145501707960683,-0.4044790764092843,0.16275536135308666
