param,freq,bayes_mean,bayes_sd,bayes_lo94,bayes_hi94
intercept,-1.2918642649102063,-1.2911463606428037,0.037025800124384604,-1.3610519367155671,-1.2207209052777404
precip_ecmwf_ifs025,1.1018601822188998,1.1000655277224802,0.09531486324565784,0.9272484094728166,1.2857847035070902
precip_gem_seamless,1.1382080391632154,1.1336862782923653,0.09385050960213523,0.9623176831005466,1.3143196852662165
precip_gfs_seamless,0.021619956266711857,0.025868004452964156,0.06430137833327719,-0.09626750396305633,0.14670658829360755
precip_icon_seamless,0.1386882072977955,0.1431862550301983,0.07885806047531907,-0.0031395146124895187,0.2935820578826101
precip_meteofrance_seamless,0.49746801452890577,0.5015828972746731,0.07507673501065944,0.3638651989912218,0.6453969540562546
precip_ukmo_seamless,0.47655816697437553,0.47813150461869147,0.08103903184292147,0.32960197843700656,0.630322765921799
hour_sin,0.18967019892135079,0.18967245497927013,0.03372577365181963,0.1259613024619011,0.2522823957432953
hour_cos,0.23644678279494924,0.23614060684703383,0.034785916918198836,0.16965786584643958,0.30305542107679945
