tau,slice,series,n,sq
81,sco,b72x120,401,42.15757915234998
81,sco,b96x120,401,42.25208365212504
84,sel,s24,640,54.44724141903231
84,sel,s48,640,52.19286797095933
84,sel,s72,640,51.29485058918963
84,sel,s96,640,51.6497860681031
84,sel,s120,640,52.29696815303742
84,sel,b24x48,640,52.88384529693236
84,sel,b24x72,640,52.277301794948386
84,sel,b24x96,640,52.319848497903386
84,sel,b24x120,640,51.797282156810596
84,sel,b48x72,640,51.42377024842654
84,sel,b48x96,640,51.39241649705962
84,sel,b48x120,640,51.00418204893338
84,sel,b72x96,640,51.05531258726496
84,sel,b72x120,640,50.888772972780515
84,sel,b96x120,640,51.182998312212355
84,sco,s24,401,42.38865795571327
84,sco,s48,401,45.30177666950038
84,sco,s72,401,42.53017491994366
84,sco,s96,401,43.03952316178879
84,sco,s120,401,44.42697328766365
84,sco,b24x48,401,43.62994830639036
84,sco,b24x72,401,42.260316285136355
84,sco,b24x96,401,42.39454577118572
84,sco,b24x120,401,42.70666021986995
84,sco,b48x72,401,43.73961700806605
84,sco,b48x96,401,43.82965071518173
84,sco,b48x120,401,44.16401463616931
84,sco,b72x96,401,42.49070221353241
84,sco,b72x120,401,43.0471411948239
84,sco,b96x120,401,43.222625640527475
87,sel,s24,637,55.39694742558513
87,sel,s48,637,53.33422147654382
87,sel,s72,637,54.2632409960888
87,sel,s96,637,52.49365288348919
87,sel,s120,637,53.30488480382257
87,sel,b24x48,637,53.9444399728153
87,sel,b24x72,637,54.263734606021025
87,sel,b24x96,637,53.1566377688373
87,sel,b24x120,637,52.791835775015294
87,sel,b48x72,637,53.44231083242862
87,sel,b48x96,637,52.30505825403203
87,sel,b48x120,637,52.00929698992095
87,sel,b72x96,637,52.91254125481524
87,sel,b72x120,637,52.924364324268176
87,sel,b96x120,637,52.0512555375866
87,sco,s24,401,45.31116196372739
87,sco,s48,401,46.99705612180436
87,sco,s72,401,44.882473518603746
87,sco,s96,401,44.56647998359255
87,sco,s120,401,45.37255452639939
87,sco,b24x48,401,45.96124758946988
87,sco,b24x72,401,44.856779638557846
87,sco,b24x96,401,44.62543964466483
87,sco,b24x120,401,44.738943949655024
87,sco,b48x72,401,45.763909526174544
87,sco,b48x96,401,45.45877070041229
87,sco,b48x120,401,45.56661108158593
87,sco,b72x96,401,44.423395037398905
87,sco,b72x120,401,44.76384722193441
87,sco,b96x120,401,44.51724741547171
90,sel,s24,634,54.84764196849263
90,sel,s48,634,52.21896276007229
90,sel,s72,634,54.13622546670458
90,sel,s96,634,52.17611384662977
90,sel,s120,634,52.37613743227086
90,sel,b24x48,634,53.15267610986119
90,sel,b24x72,634,53.99086164536533
90,sel,b24x96,634,52.750873263008486
90,sel,b24x120,634,52.242837798129564
90,sel,b48x72,634,52.74455502049706
90,sel,b48x96,634,51.53471483542727
90,sel,b48x120,634,50.93659485154929
90,sel,b72x96,634,52.723582346452616
90,sel,b72x120,634,52.41581473530615
90,sel,b96x120,634,51.46483834973951
90,sco,s24,401,45.62523611980991
90,sco,s48,401,47.862188486228234
90,sco,s72,401,45.44607123945884
90,sco,s96,401,44.762938379235926
90,sco,s120,401,45.39762747383758
90,sco,b24x48,401,46.53202595712192
90,sco,b24x72,401,45.20831023313728
90,sco,b24x96,401,44.82091459310372
90,sco,b24x120,401,44.80099436719652
90,sco,b48x72,401,46.4498760850703
90,sco,b48x96,401,46.042438580725054
90,sco,b48x120,401,45.966944115521784
90,sco,b72x96,401,44.77819627871669
90,sco,b72x120,401,45.00709258947522
90,sco,b96x120,401,44.56231306012913
93,sel,s24,631,56.12176707854192
93,sel,s48,631,54.92341644291293
93,sel,s72,631,53.93145205698425
93,sel,s96,631,52.36221258055424
93,sel,s120,631,51.67907820174177
93,sel,b24x48,631,55.18574720973204
93,sel,b24x72,631,54.562960792945255
93,sel,b24x96,631,53.60065747987429
93,sel,b24x120,631,52.74722096018881
93,sel,b48x72,631,53.96375017000082
93,sel,b48x96,631,53.00306114417625
93,sel,b48x120,631,51.97257863477828
93,sel,b72x96,631,52.802452941968774
93,sel,b72x120,631,52.052537500244064
93,sel,b96x120,631,51.3451281710328
93,sco,s24,401,44.51230582108543
93,sco,s48,401,46.747441479559086
93,sco,s72,401,45.1761343203964
93,sco,s96,401,44.48531793126351
93,sco,s120,401,45.91982851987134
93,sco,b24x48,401,45.37697222627861
93,sco,b24x72,401,44.48006891397675
93,sco,b24x96,401,44.01013612881512
93,sco,b24x120,401,44.35461607942306
93,sco,b48x72,401,45.76133709372426
93,sco,b48x96,401,45.29036642125199
93,sco,b48x120,401,45.64910561106272
93,sco,b72x96,401,44.45561893802402
93,sco,b72x120,401,45.03122855594835
93,sco,b96x120,401,44.68039550169003
96,sel,s24,628,55.85382060878221
96,sel,s48,628,55.95604614168589
96,sel,s72,628,52.629552490692326
96,sel,s96,628,51.93371301355681
96,sel,s120,628,50.35330138462246
96,sel,b24x48,628,55.57425013529975
96,sel,b24x72,628,53.743269403728014
96,sel,b24x96,628,53.311142294216395
96,sel,b24x120,628,52.0341400349849
96,sel,b48x72,628,53.860086135974655
96,sel,b48x96,628,53.29427544344074
96,sel,b48x120,628,51.96200716805436
96,sel,b72x96,628,51.91991803811695
96,sel,b72x120,628,50.75818583598013
96,sel,b96x120,628,50.58059947430053
96,sco,s24,401,46.76567670319457
96,sco,s48,401,47.89727604395186
96,sco,s72,401,46.59908767816243
96,sco,s96,401,44.90760337811628
96,sco,s120,401,47.26234265182978
96,sco,b24x48,401,47.11997002767015
96,sco,b24x72,401,46.343401571957564
96,sco,b24x96,401,45.38305955797147
96,sco,b24x120,401,46.299710079029566
96,sco,b48x72,401,47.0626555609344
96,sco,b48x96,401,46.037508741587914
96,sco,b48x120,401,46.97612669446753
96,sco,b72x96,401,45.338296730448434
96,sco,b72x120,401,46.38336791673791
96,sco,b96x120,401,45.639541823496586
99,sel,s24,625,56.18460263924644
99,sel,s48,625,56.3731112460703
99,sel,s72,625,53.137853358059225
99,sel,s96,625,52.415364604400956
99,sel,s120,625,50.51048964417927
99,sel,b24x48,625,55.98510291064575
99,sel,b24x72,625,54.208158255953656
99,sel,b24x96,625,53.61543809193961
99,sel,b24x120,625,52.221641507274846
99,sel,b48x72,625,54.31160793752544
99,sel,b48x96,625,53.618333001805546
99,sel,b48x120,625,52.14569039321046
99,sel,b72x96,625,52.34499054068978
99,sel,b72x120,625,51.157665874341845
99,sel,b96x120,625,50.97996321490726
99,sco,s24,401,47.35911074818026
99,sco,s48,401,47.64745443399684
99,sco,s72,401,46.78016937942646
99,sco,s96,401,45.471223339031205
99,sco,s120,401,47.076046310780235
99,sco,b24x48,401,47.3405741590426
99,sco,b24x72,401,46.76960727342259
99,sco,b24x96,401,46.06376385637793
99,sco,b24x120,401,46.62557796119529
99,sco,b48x72,401,47.03510279016915
99,sco,b48x96,401,46.27624641731729
99,sco,b48x120,401,46.762204811135234
99,sco,b72x96,401,45.75612870133918
99,sco,b72x120,401,46.37949110973166
99,sco,b96x120,401,45.788298348134035
102,sel,s24,622,56.5225866253364
102,sel,s48,622,57.63925207487761
102,sel,s72,622,54.28310622176859
102,sel,s96,622,53.823560986503864
102,sel,s120,622,52.58874623565722
102,sel,b24x48,622,56.787525712064685
102,sel,b24x72,622,54.99162725138248
102,sel,b24x96,622,54.407625554421564
102,sel,b24x120,622,53.43296065916272
102,sel,b48x72,622,55.4747289582051
102,sel,b48x96,622,54.6542424157946
102,sel,b48x120,622,53.714667538798466
102,sel,b72x96,622,53.5204067988802
102,sel,b72x120,622,52.77680009178261
102,sel,b96x120,622,52.72671871966371
102,sco,s24,401,48.040948376382474
102,sco,s48,401,49.03053034985872
102,sco,s72,401,47.75397029791462
102,sco,s96,401,46.67591053733909
102,sco,s120,401,46.37435689294011
102,sco,b24x48,401,48.383373657801684
102,sco,b24x72,401,47.62663035050514
102,sco,b24x96,401,47.00762403639322
102,sco,b24x120,401,46.59463092446329
102,sco,b48x72,401,48.2215267330315
102,sco,b48x96,401,47.56072091796976
102,sco,b48x120,401,47.113270513066595
102,sco,b72x96,401,46.84536722893416
102,sco,b72x120,401,46.52861323636345
102,sco,b96x120,401,45.98446076252196
105,sel,s24,619,58.59570211300836
105,sel,s48,619,59.78977521381309
105,sel,s72,619,56.51869648626496
105,sel,s96,619,56.23864786973927
105,sel,s120,619,54.120832019808816
105,sel,b24x48,619,58.88724058905558
105,sel,b24x72,619,57.15096533380337
105,sel,b24x96,619,56.6347674302207
105,sel,b24x120,619,55.274629179087796
105,sel,b48x72,619,57.53005632644335
105,sel,b48x96,619,56.753306739041236
105,sel,b48x120,619,55.4558500844919
105,sel,b72x96,619,55.81546206036644
105,sel,b72x120,619,54.67300402856347
105,sel,b96x120,619,54.6416237243332
105,sco,s24,401,47.441027821094096
105,sco,s48,401,48.763331002775914
105,sco,s72,401,47.815500974227014
105,sco,s96,401,45.22446112194432
105,sco,s120,401,46.8579243122227
105,sco,b24x48,401,47.93900380920573
105,sco,b24x72,401,47.341359849731425
105,sco,b24x96,401,45.914666098447434
105,sco,b24x120,401,46.36316596253779
105,sco,b48x72,401,48.139703531283914
105,sco,b48x96,401,46.67315592694268
105,sco,b48x120,401,47.12052758902655
105,sco,b72x96,401,46.16229458448368
105,sco,b72x120,401,46.825629242677
105,sco,b96x120,401,45.50473958341054
108,sel,s24,616,59.2062022818932
108,sel,s48,616,60.64951859095458
108,sel,s72,616,57.34303324173364
108,sel,s96,616,58.083909308050195
108,sel,s120,616,52.810679445375314
108,sel,b24x48,616,59.59944980861836
108,sel,b24x72,616,57.92873839689547
108,sel,b24x96,616,57.93226287563594
108,sel,b24x120,616,54.96960588237328
108,sel,b48x72,616,58.40351284485528
108,sel,b48x96,616,58.150525599289
108,sel,b48x120,616,55.201852003407474
108,sel,b72x96,616,57.15712735092702
108,sel,b72x120,616,54.38416046280837
108,sel,b96x120,616,54.91792274632118
108,sco,s24,401,49.42536062224257
108,sco,s48,401,49.96999177816826
108,sco,s72,401,48.8358087500649
108,sco,s96,401,46.237381918319905
108,sco,s120,401,49.90893154360868
108,sco,b24x48,401,49.521642079194955
108,sco,b24x72,401,48.84273550419324
108,sco,b24x96,401,47.37478949504071
108,sco,b24x120,401,48.73846793933871
108,sco,b48x72,401,49.27238859885109
108,sco,b48x96,401,47.76183438707721
108,sco,b48x120,401,49.17569006929004
108,sco,b72x96,401,47.23920417382938
108,sco,b72x120,401,48.879801851956884
108,sco,b96x120,401,47.47592659583767
111,sel,s24,613,59.08534415532884
111,sel,s48,613,60.1863173661708
111,sel,s72,613,57.15843243020166
111,sel,s96,613,59.37643335722923
111,sel,s120,613,53.38209920349849
111,sel,b24x48,613,59.35470179686859
111,sel,b24x72,613,57.72552870103034
111,sel,b24x96,613,58.50963752423958
111,sel,b24x120,613,55.317910093348026
111,sel,b48x72,613,58.17898843537424
111,sel,b48x96,613,58.75908399411913
111,sel,b48x120,613,55.56266792607214
111,sel,b72x96,613,57.66043994535898
111,sel,b72x120,613,54.62328822956095
111,sel,b96x120,613,55.91459880168053
111,sco,s24,401,48.83165604182841
111,sco,s48,401,49.860904852584724
111,sco,s72,401,48.57688011940744
111,sco,s96,401,47.312831578963575
111,sco,s120,401,50.99588268732779
111,sco,b24x48,401,49.19462232275905
111,sco,b24x72,401,48.41975818547004
111,sco,b24x96,401,47.59693110662886
111,sco,b24x120,401,49.093037332888485
111,sco,b48x72,401,49.03158491885765
111,sco,b48x96,401,48.201428707007494
111,sco,b48x120,401,49.70901114737009
111,sco,b72x96,401,47.652874387987644
111,sco,b72x120,401,49.381649569456506
111,sco,b96x120,401,48.58173985013597
114,sel,s24,610,58.840840864851856
114,sel,s48,610,60.15849681108638
114,sel,s72,610,56.721070736754555
114,sel,s96,610,61.06970362793735
114,sel,s120,610,55.20857440459686
114,sel,b24x48,610,59.188200407856215
114,sel,b24x72,610,57.28716259076227
114,sel,b24x96,610,59.17643069069429
114,sel,b24x120,610,56.08068455699551
114,sel,b48x72,610,57.94887030344806
114,sel,b48x96,610,59.730622307765344
114,sel,b48x120,610,56.63473284027743
114,sel,b72x96,610,58.31994532277568
114,sel,b72x120,610,55.37012511011081
114,sel,b96x120,610,57.68589183274851
114,sco,s24,401,45.775249238215295
114,sco,s48,401,47.58148410484401
114,sco,s72,401,47.27125065282118
114,sco,s96,401,46.782583802642435
114,sco,s120,401,50.3487664015179
114,sco,b24x48,401,46.5589181882643
114,sco,b24x72,401,46.23614633197277
114,sco,b24x96,401,45.76527771084717
114,sco,b24x120,401,47.16602605754815
114,sco,b48x72,401,47.196580570483604
114,sco,b48x96,401,46.74877069441719
114,sco,b48x120,401,48.14991099795138
114,sco,b72x96,401,46.74920014112382
114,sco,b72x120,401,48.37777374925387
114,sco,b96x120,401,47.96615041516794
117,sel,s24,607,57.66495557839775
117,sel,s48,607,58.960810630561895
117,sel,s72,607,55.92487308904666
117,sel,s96,607,59.91852064016848
117,sel,s120,607,55.23859230908694
117,sel,b24x48,607,57.96617992483067
117,sel,b24x72,607,56.25970452844509
117,sel,b24x96,607,58.0140345441059
117,sel,b24x120,607,55.477323194264635
117,sel,b48x72,607,56.92780023348774
117,sel,b48x96,607,58.630034184346776
117,sel,b48x120,607,56.06758566132169
117,sel,b72x96,607,57.434728725184584
117,sel,b72x120,607,54.90084631180547
117,sel,b96x120,607,57.122918391855904
117,sco,s24,401,48.34944858980667
117,sco,s48,401,49.642364344717
117,sco,s72,401,48.889314884594626
117,sco,s96,401,47.61347672310881
117,sco,s120,401,52.16354316930935
117,sco,b24x48,401,48.88236516094838
117,sco,b24x72,401,48.29431047434573
117,sco,b24x96,401,47.527310640785764
117,sco,b24x120,401,49.30161998984613
117,sco,b48x72,401,48.975208876043624
117,sco,b48x96,401,48.197571721390354
117,sco,b48x120,401,50.01510070978884
117,sco,b72x96,401,48.000795182052755
117,sco,b72x120,401,50.09556578866895
117,sco,b96x120,401,49.218108196001694
12,sel,s24,710,19.146846193208795
12,sel,s48,710,19.981920037567317
12,sel,s72,710,19.875882550298314
12,sel,s96,710,22.294442975610274
12,sel,s120,710,21.959475495530242
12,sel,b24x48,710,19.34311460193483
12,sel,b24x72,710,19.17499708432548
12,sel,b24x96,710,20.120411586809915
12,sel,b24x120,710,19.736500826650023
12,sel,b48x72,710,19.73432262901125
12,sel,b48x96,710,20.694826945033327
12,sel,b48x120,710,20.152296269153837
12,sel,b72x96,710,20.74448602728864
12,sel,b72x120,710,20.265042451132896
12,sel,b96x120,710,21.592871315705384
12,sco,s24,407,15.568585778500212
12,sco,s48,407,15.327407389414988
12,sco,s72,407,15.268784155240775
12,sco,s96,407,17.642671284143375
12,sco,s120,407,15.230407574052546
12,sco,b24x48,407,15.335174091719386
12,sco,b24x72,407,15.279611619521276
12,sco,b24x96,407,16.271361983556623
12,sco,b24x120,407,14.938196040788633
12,sco,b48x72,407,15.178749508653729
12,sco,b48x96,407,16.191528901873877
12,sco,b48x120,407,14.863542908630059
12,sco,b72x96,407,16.232946789894743
12,sco,b72x120,407,14.925165734341066
12,sco,b96x120,407,15.960515071930578
15,sel,s24,707,20.15245759662963
15,sel,s48,707,20.761628296506117
15,sel,s72,707,20.569870759125493
15,sel,s96,707,23.04639383602511
15,sel,s120,707,22.393843885401214
15,sel,b24x48,707,20.20008497040867
15,sel,b24x72,707,20.002351789460356
15,sel,b24x96,707,20.97839990593993
15,sel,b24x120,707,20.4359939247877
15,sel,b48x72,707,20.44431672767258
15,sel,b48x96,707,21.466168381508467
15,sel,b48x120,707,20.753959583865576
15,sel,b72x96,707,21.476959561333878
15,sel,b72x120,707,20.858246994838176
15,sel,b96x120,707,22.191002392268786
15,sco,s24,407,16.376424122251162
15,sco,s48,407,15.83494806780401
15,sco,s72,407,16.214966511963194
15,sco,s96,407,18.456460548119903
15,sco,s120,407,15.141621229148862
15,sco,b24x48,407,15.991246533482503
15,sco,b24x72,407,16.168720651562317
15,sco,b24x96,407,17.056206156609065
15,sco,b24x120,407,15.376122483882869
15,sco,b48x72,407,15.898912210842424
15,sco,b48x96,407,16.788389069817327
15,sco,b48x120,407,15.123664047467239
15,sco,b72x96,407,17.118422209761125
15,sco,b72x120,407,15.354557739022402
15,sco,b96x120,407,16.363711913533155
18,sel,s24,704,21.553986748539213
18,sel,s48,704,21.36172441483255
18,sel,s72,704,21.01806878210212
18,sel,s96,704,23.228572482562043
18,sel,s120,704,22.282415485723117
18,sel,b24x48,704,21.15839943178763
18,sel,b24x72,704,20.899105069764556
18,sel,b24x96,704,21.72004826370926
18,sel,b24x120,704,20.944545950841583
18,sel,b48x72,704,20.989294664711835
18,sel,b48x96,704,21.896864415010867
18,sel,b48x120,704,20.970985672500706
18,sel,b72x96,704,21.817531502675816
18,sel,b72x120,704,21.015577524471947
18,sel,b96x120,704,22.2227711426614
18,sco,s24,407,16.30001365271978
18,sco,s48,407,15.636719189641973
18,sco,s72,407,16.357315795033408
18,sco,s96,407,18.270697431359544
18,sco,s120,407,15.226712973163329
18,sco,b24x48,407,15.858245644502807
18,sco,b24x72,407,16.201814382421848
18,sco,b24x96,407,16.863732323010773
18,sco,b24x120,407,15.401256370052367
18,sco,b48x72,407,15.878076908443102
18,sco,b48x96,407,16.584734574481022
18,sco,b48x120,407,15.084437283939428
18,sco,b72x96,407,17.071884522289693
18,sco,b72x120,407,15.458306800543312
18,sco,b96x120,407,16.3191860494278
21,sel,s24,701,22.2990637524211
21,sel,s48,701,21.30999726830799
21,sel,s72,701,21.45216813364161
21,sel,s96,701,22.517187642849354
21,sel,s120,701,22.9327755744465
21,sel,b24x48,701,21.538992126378194
21,sel,b24x72,701,21.41022619589643
21,sel,b24x96,701,21.70215886848159
21,sel,b24x120,701,21.550215570357697
21,sel,b48x72,701,21.165581386451997
21,sel,b48x96,701,21.530588000109788
21,sel,b48x120,701,21.270431896736017
21,sel,b72x96,701,21.664649440304274
21,sel,b72x120,701,21.58972583567081
21,sel,b96x120,701,22.210948611097415
21,sco,s24,407,16.63172973559599
21,sco,s48,407,16.044050754996228
21,sco,s72,407,16.69821262918052
21,sco,s96,407,18.243357209093805
21,sco,s120,407,15.299448339510825
21,sco,b24x48,407,16.25837077684767
21,sco,b24x72,407,16.54893638983968
21,sco,b24x96,407,17.03375099928992
21,sco,b24x120,407,15.588969818921415
21,sco,b48x72,407,16.256124459082688
21,sco,b48x96,407,16.79259040421724
21,sco,b48x120,407,15.314260293293833
21,sco,b72x96,407,17.218593084749408
21,sco,b72x120,407,15.60804856840753
21,sco,b96x120,407,16.33242009915449
24,sel,s24,698,23.01366597040588
24,sel,s48,698,22.531811751984517
24,sel,s72,698,23.18048550363652
24,sel,s96,698,23.49952477859344
24,sel,s120,698,23.71602901956362
24,sel,b24x48,698,22.553567076303352
24,sel,b24x72,698,22.673395623772716
24,sel,b24x96,698,22.66709725599275
24,sel,b24x120,698,22.41394392687118
24,sel,b48x72,698,22.623269650037873
24,sel,b48x96,698,22.63849179523741
24,sel,b48x120,698,22.292540785672987
24,sel,b72x96,698,23.034305009138606
24,sel,b72x120,698,22.86293294535448
24,sel,b96x120,698,23.16584202017379
24,sco,s24,407,16.22047754902062
24,sco,s48,407,15.908654329222877
24,sco,s72,407,16.369825410584625
24,sco,s96,407,17.601679592885997
24,sco,s120,407,15.45560657896964
24,sco,b24x48,407,15.99092858510177
24,sco,b24x72,407,16.158103699975385
24,sco,b24x96,407,16.48407260422896
24,sco,b24x120,407,15.462331381193177
24,sco,b48x72,407,16.04191796019623
24,sco,b48x96,407,16.40406430900563
24,sco,b48x120,407,15.344006000644615
24,sco,b72x96,407,16.756088327072817
24,sco,b72x120,407,15.552296401139872
24,sco,b96x120,407,16.128224751796587
27,sel,s24,695,21.89964989767834
27,sel,s48,695,22.356864311753537
27,sel,s72,695,22.512568061573024
27,sel,s96,695,23.676619579362235
27,sel,s120,695,23.322164890332203
27,sel,b24x48,695,21.938229332659777
27,sel,b24x72,695,21.84221657945779
27,sel,b24x96,695,22.215984429001008
27,sel,b24x120,695,21.779835588573874
27,sel,b48x72,695,22.229011349103786
27,sel,b48x96,695,22.61878323261681
27,sel,b48x120,695,22.045661157870732
27,sel,b72x96,695,22.793308872004065
27,sel,b72x120,695,22.2998915513241
27,sel,b96x120,695,23.078802799406198
27,sco,s24,407,14.695911013760153
27,sco,s48,407,14.790428865119695
27,sco,s72,407,15.141741110314634
27,sco,s96,407,17.10137694576059
27,sco,s120,407,15.303983425064914
27,sco,b24x48,407,14.642893433247668
27,sco,b24x72,407,14.782152338251423
27,sco,b24x96,407,15.350272487028962
27,sco,b24x120,407,14.705318281732442
27,sco,b48x72,407,14.88219827361241
27,sco,b48x96,407,15.555257899728987
27,sco,b48x120,407,14.745698809218986
27,sco,b72x96,407,15.839941269510419
27,sco,b72x120,407,14.9004054454623
27,sco,b96x120,407,15.763995868417764
30,sel,s24,692,22.175562448913965
30,sel,s48,692,23.06615084297548
30,sel,s72,692,22.524905965263258
30,sel,s96,692,23.810423640476778
30,sel,s120,692,23.368321511091438
30,sel,b24x48,692,22.418055301920383
30,sel,b24x72,692,22.02814854604012
30,sel,b24x96,692,22.393110006882814
30,sel,b24x120,692,21.905669797467066
30,sel,b48x72,692,22.653663284643436
30,sel,b48x96,692,23.07141175157676
30,sel,b48x120,692,22.43330949417549
30,sel,b72x96,692,22.896597000406768
30,sel,b72x120,692,22.336110377235862
30,sel,b96x120,692,23.192066560495938
30,sco,s24,407,15.237638103720787
30,sco,s48,407,15.102489304486069
30,sco,s72,407,15.755364720061158
30,sco,s96,407,18.073583808759555
30,sco,s120,407,15.281312167863845
30,sco,b24x48,407,15.066847984545667
30,sco,b24x72,407,15.369526036924844
30,sco,b24x96,407,16.08596682073991
30,sco,b24x120,407,15.018187082471394
30,sco,b48x72,407,15.328186897845283
30,sco,b48x96,407,16.172838610066588
30,sco,b48x120,407,14.914858018182251
30,sco,b72x96,407,16.569487904716357
30,sco,b72x120,407,15.211001425419612
30,sco,b96x120,407,16.174527875671036
33,sel,s24,689,24.54995546293188
33,sel,s48,689,24.84057809632707
33,sel,s72,689,24.287335288077106
33,sel,s96,689,24.405363489347444
33,sel,s120,689,24.0832886177271
33,sel,b24x48,689,24.452589653169113
33,sel,b24x72,689,24.115727546766742
33,sel,b24x96,689,23.801364438753144
33,sel,b24x120,689,23.35660942697977
33,sel,b48x72,689,24.434289065852482
33,sel,b48x96,689,24.249593802042003
33,sel,b48x120,689,23.64614400944805
33,sel,b72x96,689,24.063282207610442
33,sel,b72x120,689,23.535279360780635
33,sel,b96x120,689,23.83158162655955
33,sco,s24,407,15.31564081616271
33,sco,s48,407,15.522077202451085
33,sco,s72,407,15.669055914750505
33,sco,s96,407,18.11740429998756
33,sco,s120,407,15.641826543669232
33,sco,b24x48,407,15.331293335158243
33,sco,b24x72,407,15.365803214972754
33,sco,b24x96,407,16.167615154694964
33,sco,b24x120,407,15.206097327044729
33,sco,b48x72,407,15.495121628984814
33,sco,b48x96,407,16.368515916484363
33,sco,b48x120,407,15.298366234842756
33,sco,b72x96,407,16.527607149357898
33,sco,b72x120,407,15.354728531874215
33,sco,b96x120,407,16.417904981811756
36,sel,s24,686,25.49494007750389
36,sel,s48,686,25.070581238993675
36,sel,s72,686,25.038834011252565
36,sel,s96,686,24.582157547401216
36,sel,s120,686,24.25966525383085
36,sel,b24x48,686,25.002358796458495
36,sel,b24x72,686,24.948122442387586
36,sel,b24x96,686,24.355902099639337
36,sel,b24x120,686,23.920700675345543
36,sel,b48x72,686,24.891893562999506
36,sel,b48x96,686,24.447778932229618
36,sel,b48x120,686,23.852731319145004
36,sel,b72x96,686,24.51069611931961
36,sel,b72x120,686,24.035334513268324
36,sel,b96x120,686,23.996005229334152
36,sco,s24,407,14.000339021280844
36,sco,s48,407,14.973052729408996
36,sco,s72,407,14.728180193218678
36,sco,s96,407,17.269944228512994
36,sco,s120,407,15.171794928156464
36,sco,b24x48,407,14.37793469793985
36,sco,b24x72,407,14.225224670925446
36,sco,b24x96,407,15.119626123532937
36,sco,b24x120,407,14.259339993037573
36,sco,b48x72,407,14.74837920026018
36,sco,b48x96,407,15.647995384979978
36,sco,b48x120,407,14.735676720268303
36,sco,b72x96,407,15.611461145604768
36,sco,b72x120,407,14.624426120159757
36,sco,b96x120,407,15.781193302956261
39,sel,s24,683,26.115968072496848
39,sel,s48,683,25.684557392426
39,sel,s72,683,25.2118518512009
39,sel,s96,683,25.28532999330421
39,sel,s120,683,24.047712622353416
39,sel,b24x48,683,25.5853386326067
39,sel,b24x72,683,25.312978376210737
39,sel,b24x96,683,25.026910030848633
39,sel,b24x120,683,24.13444698461157
39,sel,b48x72,683,25.240341530359835
39,sel,b48x96,683,25.067910390024117
39,sel,b48x120,683,23.966270282482
39,sel,b72x96,683,24.945581687752494
39,sel,b72x120,683,23.947013914225238
39,sel,b96x120,683,24.254060475532405
39,sco,s24,407,14.215380027427821
39,sco,s48,407,15.143275799257914
39,sco,s72,407,14.355764150718231
39,sco,s96,407,17.775370585063566
39,sco,s120,407,15.072205571991823
39,sco,b24x48,407,14.555676350820805
39,sco,b24x72,407,14.130324438158784
39,sco,b24x96,407,15.459953142219588
39,sco,b24x120,407,14.325398137490005
39,sco,b48x72,407,14.614471779590064
39,sco,b48x96,407,15.996598314342318
39,sco,b48x120,407,14.77330883611061
39,sco,b72x96,407,15.701643114975552
39,sco,b72x120,407,14.408413043237722
39,sco,b96x120,407,15.955699851506532
42,sel,s24,680,26.174024793445593
42,sel,s48,680,27.358610899488177
42,sel,s72,680,25.926427273500693
42,sel,s96,680,25.94358194657707
42,sel,s120,680,23.679567355000557
42,sel,b24x48,680,26.46734252094157
42,sel,b24x72,680,25.694849226110975
42,sel,b24x96,680,25.367286484395997
42,sel,b24x120,680,23.887767370627863
42,sel,b48x72,680,26.402919074695873
42,sel,b48x96,680,26.061644749700704
42,sel,b48x120,680,24.29621344019146
42,sel,b72x96,680,25.59190398494324
42,sel,b72x120,680,23.955188700048375
42,sel,b96x120,680,24.352725288098455
42,sco,s24,407,14.940055147955023
42,sco,s48,407,14.913373877493672
42,sco,s72,407,14.478634599561174
42,sco,s96,407,17.65645393691417
42,sco,s120,407,15.08401868252769
42,sco,b24x48,407,14.791609148219704
42,sco,b24x72,407,14.55425351282684
42,sco,b24x96,407,15.705038305199361
42,sco,b24x120,407,14.697426716677409
42,sco,b48x72,407,14.549696525621249
42,sco,b48x96,407,15.788263236370563
42,sco,b48x120,407,14.669936462014808
42,sco,b72x96,407,15.722412213653929
42,sco,b72x120,407,14.503878135497764
42,sco,b96x120,407,15.883999933234783
45,sel,s24,677,25.892892465256367
45,sel,s48,677,27.330387588618848
45,sel,s72,677,26.37636234541901
45,sel,s96,677,25.444706596901273
45,sel,s120,677,24.627258685816948
45,sel,b24x48,677,26.3282415198492
45,sel,b24x72,677,25.73528146999768
45,sel,b24x96,677,25.003551419320335
45,sel,b24x120,677,24.23087570599781
45,sel,b48x72,677,26.57644319829337
45,sel,b48x96,677,25.80848225536101
45,sel,b48x120,677,24.808519903234604
45,sel,b72x96,677,25.538628873831566
45,sel,b72x120,677,24.667215821260946
45,sel,b96x120,677,24.592933668767888
45,sco,s24,407,16.16427907313974
45,sco,s48,407,15.561431493643171
45,sco,s72,407,15.936109031018937
45,sco,s96,407,17.780857137178295
45,sco,s120,407,15.961360311895685
45,sco,b24x48,407,15.724002353059106
45,sco,b24x72,407,15.904757200201985
45,sco,b24x96,407,16.40715167792782
45,sco,b24x120,407,15.676062996792705
45,sco,b48x72,407,15.59581959332772
45,sco,b48x96,407,16.212472323226937
45,sco,b48x120,407,15.407333384531466
45,sco,b72x96,407,16.514550209151853
45,sco,b72x120,407,15.62257616593159
45,sco,b96x120,407,16.404701635525203
48,sel,s24,674,23.662194184092783
