station,no_pooling,full_pooling,partial_pooling
Bellever,0.41010678142853735,0.4077061173135073,0.4095436663984331
Princetown,0.5078695257895318,0.5175639237913504,0.508215839088745
Hexworthy,0.45224185553156593,0.4580850567868223,0.4516783465673397
