lead,variant,station,n_test,brier,bss,clim_brier,n_pooled_train,n_feats_eff,wall_s
24,rich-pooled-terrain-dynlee,ea_bellever_dartmoor,3059,0.1156,0.476,0.2206,14271,66,186.7
48,rich-pooled-terrain-dynlee,ea_bellever_dartmoor,3056,0.1296,0.4115,0.2202,14254,66,188.6
72,rich-pooled-terrain-dynlee,ea_bellever_dartmoor,3051,0.1439,0.345,0.2197,14238,66,187.6
