lead,variant,station,n_test,brier,bss,clim_brier,n_pooled_train,n_feats_eff,wall_s
24,rich-pooled-terrain-v3,ea_bovey_tracey,2953,0.09,0.4711,0.1702,13778,71,172.9
48,rich-pooled-terrain-v3,ea_bovey_tracey,2950,0.1071,0.3707,0.1703,13761,71,176.7
72,rich-pooled-terrain-v3,ea_bovey_tracey,2946,0.1127,0.3379,0.1703,13744,71,170.7
