feature,mu_mean,mu_sd,mu_lo94,mu_hi94
precip_ecmwf_ifs025,0.10054732063617254,0.2719048255555311,-0.4020299844635058,0.6321166493601933
precip_gem_seamless,2.6866006498723993,0.7820332856633148,1.1453042362622075,4.027972266999714
precip_gfs_seamless,-0.3353588992934776,0.48346516812216195,-1.2351002558382158,0.5876532241034568
precip_icon_seamless,0.6841936952827202,0.5835814653408367,-0.42269149542274176,1.814047136863941
precip_meteofrance_seamless,0.2616913457899636,0.39256182967711534,-0.46463082605551187,1.0273311504536438
precip_ukmo_seamless,0.020975634733184048,0.9391958964145054,-1.7526195589280575,1.790245915789022
hour_sin,0.3923670336458726,0.24382909939276806,-0.07962751331448675,0.872821573635489
hour_cos,-0.17326852292107245,0.24126908863799654,-0.6060589688286508,0.3447700458148662
