feature,sigma_station_mean,sigma_station_lo94,sigma_station_hi94,sigma_lead_mean,sigma_lead_lo94,sigma_lead_hi94,sigma_interaction_mean,sigma_interaction_lo94,sigma_interaction_hi94
precip_gem_seamless,0.4215156023888103,0.019394377464418907,1.1385600894016616,1.3304418544314507,0.7871090637040378,1.95522398940027,0.2056624368794673,0.010226549534039196,0.5555667825401576
precip_icon_seamless,0.3990217628506645,0.019178493000106593,1.0633382868963188,0.38391374658005833,0.018556634203332794,1.0325972811527222,0.2191163579895656,0.010064364955849048,0.584803816034667
precip_ukmo_seamless,0.3845432226931059,0.019640718025432477,1.0385756175854635,0.40618697668913534,0.015344517921789574,1.1017976666110232,0.21088980075791958,0.009451818306562079,0.5750803242786341
precip_meteofrance_seamless,0.3210691591615342,0.016146967747225467,0.8719369344691067,0.39734191436281224,0.027447666806260398,0.9771533494527253,0.19280830868667573,0.009905480170880332,0.5259237821075605
precip_gfs_seamless,0.3105573392023563,0.014472075202265186,0.8809992974039151,0.3842803776749754,0.022464897807617717,1.0104394550938582,0.2039220768792855,0.009888287062599877,0.5562151578425677
hour_cos,0.1899909645030552,0.007120420236027251,0.6097343960251947,0.30464205883055595,0.0496516469834134,0.7710886065769571,0.09360172656026668,0.004022445661997262,0.27854664582367755
precip_ecmwf_ifs025,0.1881125493435526,0.005951123578718219,0.6630703369051256,0.26010783683535704,0.01282047426778141,0.7819043724610862,0.15697882972021307,0.007544760210691467,0.4317338266233658
hour_sin,0.1736805614347495,0.006954183812661697,0.5920397732862165,0.2920106432458649,0.03518828752000387,0.7638243601729535,0.08831673402251412,0.0034703872071327416,0.2691331976579198
